zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,context,,,,,,,,,,,,,
elm_wind_leafy,,elm_wind_leafy,,,3,8,2,9,900,2500,,,,,,,,,,,
loop_defs,comments,loop_alias,fade_in,fade_out,end_alias,duration_min,duration_max,xxxx,,,,,,,,,,,,,
whizby_preset_names,comments,near_radius,medium_radius,far_radius,radius_offset,near_spread,medium_spread,far_spread,near_prob,medium_prob,far_prob,,,,,,,,,,
mix_names,volmod,value,fadein,fadeout,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,foley_plr,0.7,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,footstep_plr,0.7,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,foley_npc,0.7,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,footstep_npc,0.8,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,scripted1,2,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,amb_quad,1.3,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,amb_emitter,2.5,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,amb_emitter_ext,1.5,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,attack_dog,3,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,grenadebounce,0.5,,,,,,,,,,,,,,,,,,,
mix_scoutsniper_global,scripted4,2,,,dash event under truck emitters,,,,,,,,,,,,,,,,
scoutsniper_intro_mute,set_all,0,0.05,2,,,,,,,,,,,,,,,,,
scoutsniper_intro_mute,music,1,0.05,2,,,,,,,,,,,,,,,,,
scoutsniper_intro_mute,frontend_sfx,1,0.5,0.5,,,,,,,,,,,,,,,,,
scoutsniper_intro_mute,hud,1,0.5,0.5,,,,,,,,,,,,,,,,,
scoutsniper_intro_mute,music2,1,0.5,0.5,,,,,,,,,,,,,,,,,
graveyard_hind_mix,vehicle_avm_npc,0,0.05,2.5,,,,,,,,,,,,,,,,,
graveyard_hind_mix,vehicle_npc,0,0.05,2.5,,,,,,,,,,,,,,,,,
graveyard_hind_mix,scripted2,3,0.3,2.5,,,,,,,,,,,,,,,,,
school_heli_mix,vehicle_avm_npc,0,0,2,,,,,,,,,,,,,,,,,
school_heli_mix,vehicle_npc,0,0,2,,,,,,,,,,,,,,,,,
school_heli_mix,scripted2,3,0.3,2,,,,,,,,,,,,,,,,,
school_heli_mix,amb_emitter_ext,0,0.3,2,,,,,,,,,,,,,,,,,
field_mix,vehicle_avm_npc,2,0.05,1.8,,,,,,,,,,,,,,,,,
field_mix,foley_npc,2,0.05,1.8,,,,,,,,,,,,,,,,,
field_mix,footstep_npc,2,0.05,1.8,,,,,,,,,,,,,,,,,
field_mix,scripted3,0,1,1.8,dist helicopters/jets,,,,,,,,,,,,,,,,
field_mix,vox_enemy,1.5,0.05,1.8,,,,,,,,,,,,,,,,,
pond_mix,set_all,1,1,0.8,,,,,,,,,,,,,,,,,
cargo_mix,set_all,1,1,0.8,,,,,,,,,,,,,,,,,
taking_guard_mix,melee_plr,0,0,0,,,,,,,,,,,,,,,,,
taking_guard_mix,scripted8,1,0.5,0.5,scn_scoutsniper_taking_guard,,,,,,,,,,,,,,,,
dash_mix,dialog_critical,0.4,1,0.8,,,,,,,,,,,,,,,,,
dash_mix,vehicle_npc,1,1,0.8,,,,,,,,,,,,,,,,,
dash_mix,foley_npc,1.6,0.5,0.5,,,,,,,,,,,,,,,,,
dash_mix,footstep_npc,2,0.5,0.5,,,,,,,,,,,,,,,,,
dash_mix,scripted10,2,0.5,0.5,scripted vehicle engine,,,,,,,,,,,,,,,,
dash_heli_flyby_mix,vehicle_npc,0.6,0.5,1,,,,,,,,,,,,,,,,,
moving_to_town,music,0.7,1,0.8,,,,,,,,,,,,,,,,,
town_mix,set_all,1,1,0.8,,,,,,,,,,,,,,,,,
dogs_mix,set_all,1,1,0.8,,,,,,,,,,,,,,,,,
center_mix,set_all,1,1,0.8,,,,,,,,,,,,,,,,,
end_mix,set_all,1,1,0.8,,,,,,,,,,,,,,,,,
end_mix,scripted10,2,1,0.8,,,,,,,,,,,,,,,,,
exterior_mix,amb_emitter_int,0,1,0.8,,,,,,,,,,,,,,,,,
interior_wood_mix,amb_emitter_int,1.2,1,0.8,,,,,,,,,,,,,,,,,
interior_wood_mix,music,0.7,1,0.8,,,,,,,,,,,,,,,,,
interior_wood_mix,amb_emitter_ext,0.5,1,1,,,,,,,,,,,,,,,,,
interior_container_mix,amb_emitter_ext,0.5,1,1,,,,,,,,,,,,,,,,,
interior_stone_mix,amb_emitter_ext,0.2,1,1,,,,,,,,,,,,,,,,,
interior_stone_mix,scripted3,0,1,1,dist helicopters/jets,,,,,,,,,,,,,,,,
interior_stone_semi_open_mix,amb_emitter_ext,0.5,1,1,,,,,,,,,,,,,,,,,
balcony_open_area_mix,amb_emitter_ext,0.7,1,1,,,,,,,,,,,,,,,,,
