zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,context,,,,,,,,,,,,,
mix_oilrig_global,scripted1,4,0.05,0.05,scn_01: scn_hatch_open / scn_oilrig_exit_sub_silo / submarine_driveby / scuba_breathe,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted2,1,0.05,0.05,///exit_water_player / scn_oilrig_plr_waterkill,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted3,1,0.05,0.05,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted4,1,0.05,0.05,///fence_open / c4_bodyground / c4_bodywall,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted5,4,0.05,0.05,/// chopper_appear / heli_deck_2,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted6,1,0.05,0.05,///veh_mig29_passby / player_mount_escape / upper and lower lbs / chopper lz flyby,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted7,1.3,0.05,0.05,"/// scn_player_heli_engine, idle, landing, liftoff",,,,,,,,,,,,,,,,
mix_oilrig_global,scripted8,6,0.05,0.05,///emt_oilrig_drill_ambient,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted9,6,0.05,0.05,///Wall Plant / breach sounds/emt_oilrig_drill_close,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted10,1,0.05,0.05,scn_01: underwater_pipes / underwater_structure / fish / whales / emt_bomb_beep_nodlight_oneshot,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted11,2.6,0.05,0.05,littlebird_gatling_fire,,,,,,,,,,,,,,,,
mix_oilrig_global,scripted12,3,0.05,0.05,scn_06: finale plr heli liftoff,,,,,,,,,,,,,,,,
mix_oilrig_global,vehicle_aircraft,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,vehicle_avm_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,vehicle_avm_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,vehicle_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,vehicle_plr,5,0.05,0.05,///diveboat,,,,,,,,,,,,,,,,
mix_oilrig_global,voices_ally,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,voices_dialog,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,voices_pa,1.6,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,voices_dialog_radio,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,voices_enemy,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,h2_wpn_npc_shot_close,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,h2_wpn_npc_shot_far,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,h2_wpn_npc_shot_first,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,h2_wpn_npc_shot_mid,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,h2_wpn_npc_shot_tail,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,wpn_foley_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,wpn_plr_tail,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,wpn_plr_tail_int_med,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,wpn_plr_tail_int_sml,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,wpn_plr_tail_semi,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,wpn_projectile,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,wpn_vehicle_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_oilrig_global,wpn_vehicle_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
breach_mix,set_all,0,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,bullet_impact_geo,1,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,bullet_impact_geo_metal,1,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,bullet_impact_npc,2,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,bullet_impact_plr,1,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,bullet_whizby,1,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,voices_enemy_death_kbp,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,wpn_plr_shot_special,1,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,wpn_npc_special,2,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,wpn_npc_shot,2,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,wpn_plr_shot,1,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,scripted9,6,0.5,0.5,,,,,,,,,,,,,,,,,
breach_mix,scripted10,0,0,0.5,///emt_bomb_beep_nodlight_oneshot,,,,,,,,,,,,,,,,
breach_initiated_mix,scripted10,0,0,0.5,,,,,,,,,,,,,,,,,
mix_stealth_kill,scripted10,0,0.5,0.5,/// underwater_pipes / underwater_structure / fish / whales,,,,,,,,,,,,,,,,
mix_stealth_kill,footstep_plr,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_stealth_kill,foley_plr,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_lbs_reveal,amb_damb,0,1,1,,,,,,,,,,,,,,,,,
mix_lbs_reveal,amb_emitter,0.5,1,1,,,,,,,,,,,,,,,,,
mix_lbs_reveal,amb_emitter_ext,0.2,1,1,,,,,,,,,,,,,,,,,
mix_lbs_reveal,amb_emitter_int,0.5,1,1,,,,,,,,,,,,,,,,,
mix_lbs_reveal,amb_quad,0.8,1,1,,,,,,,,,,,,,,,,,
mix_lbs_reveal,destruct,0.8,1,1,,,,,,,,,,,,,,,,,
mix_lbs_reveal,foley_npc,0.5,1,1,,,,,,,,,,,,,,,,,
mix_lbs_reveal,scripted8,0,1,1,,,,,,,,,,,,,,,,,
mix_room_clear,scripted8,0.5,0.5,0.5,"///emt_oilrig_drill, emt_oilrig_drill_ambient",,,,,,,,,,,,,,,,
mix_escape,vehicle_npc,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
mix_escape,amb_emitter_ext,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
mix_escape,vehicle_npc,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
mix_finale_lbs_approach,scripted12,0.75,9,0.5,scn_06: finale plr heli liftoff,,,,,,,,,,,,,,,,
mix_player_heli_liftoff,scripted7,0,3.5,3,"/// scn_player_heli_engine, idle",,,,,,,,,,,,,,,,
underwater_mix,amb_emitter,0,0,0.5,,,,,,,,,,,,,,,,,
underwater_mix,amb_emitter_ext,0,0.5,0.5,,,,,,,,,,,,,,,,,
underwater_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
underwater_mix,scripted10,3,0.5,0.5,/// underwater_pipes / underwater_structure / fish / whales,,,,,,,,,,,,,,,,
underwater_mix,footstep_plr,0,0.5,0.5,,,,,,,,,,,,,,,,,
underwater_mix,foley_plr,0,0.5,0.5,,,,,,,,,,,,,,,,,
underwater_mix,voices_dialog_radio,0.65,0.5,0.5,,,,,,,,,,,,,,,,,
underwater_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
underwater_silo_mix,amb_emitter,0,0,0,,,,,,,,,,,,,,,,,
underwater_silo_mix,footstep_plr,0,0.5,0.5,,,,,,,,,,,,,,,,,
underwater_silo_mix,foley_plr,0,0.5,0.5,,,,,,,,,,,,,,,,,
underwater_silo_mix,voices_dialog_radio,0.6,0.5,0.5,,,,,,,,,,,,,,,,,
underwater_silo_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
exterior_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_mix,scripted8,0.7,0.5,0.5,"///emt_oilrig_drill, emt_oilrig_drill_ambient",,,,,,,,,,,,,,,,
exterior_mix,scripted10,0,0.5,0.5,/// underwater_pipes / underwater_structure / fish / whales,,,,,,,,,,,,,,,,
exterior_mix,vehicle_npc,5,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_mix,music,0.85,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_intro_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_intro_mix,amb_quad,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_intro_mix,amb_damb,1.3,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_intro_mix,scripted8,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_intro_mix,scripted10,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_intro_mix,vehicle_npc,5,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_intro_mix,music,0.85,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_intro_mix,scripted3,1,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
exterior_rig_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_mix,scripted8,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_mix,scripted10,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_mix,vehicle_npc,5,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_mix,music,0.85,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_mix,voices_pa,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_mix,voices_enemy,1.5,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_top_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_top_mix,amb_emitter,1,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_top_mix,amb_emitter_ext,1,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_top_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_top_mix,h2_wpn_npc_shot_close,0.9,0.5,0.5,# NPC controlled weapons,,,,,,,,,,,,,,,,
exterior_rig_top_mix,h2_wpn_npc_shot_far,0.9,0.5,0.5,# NPC weapon mech layer.,,,,,,,,,,,,,,,,
exterior_rig_top_mix,h2_wpn_npc_shot_first,0.9,0.5,0.5,# special player weapons (launchers etc.),,,,,,,,,,,,,,,,
exterior_rig_top_mix,h2_wpn_npc_shot_mid,0.9,0.5,0.5,# NPC weapon distant layer.,,,,,,,,,,,,,,,,
exterior_rig_top_mix,h2_wpn_npc_shot_tail,0.9,0.5,0.5,# NPC weapon shot layer.,,,,,,,,,,,,,,,,
exterior_rig_top_mix,music,1,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_top_mix,scripted8,0.7,0.5,0.5,///emt_oilrig_drill_ambient,,,,,,,,,,,,,,,,
exterior_rig_top_mix,vehicle_npc,5,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_rig_top_mix,scripted3,3,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
exterior_rig_top_mix,voices_enemy,1.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,amb_emitter,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,amb_emitter_int,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,amb_emitter_ext,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,vehicle_aircraft,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,scripted11,0.3,0.5,0.5,littlebird_gatling_fire,,,,,,,,,,,,,,,,
interior_stone_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
interior_metal_small_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_small_mix,amb_emitter,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_small_mix,amb_emitter_int,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_small_mix,amb_emitter_ext,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_small_mix,vehicle_aircraft,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_small_mix,scripted11,0.3,0.5,0.5,littlebird_gatling_fire,,,,,,,,,,,,,,,,
interior_metal_small_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
interior_metal_med_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_med_mix,amb_emitter,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_med_mix,amb_emitter_int,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_med_mix,amb_emitter_ext,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_med_mix,vehicle_aircraft,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_small_mix,scripted11,0.3,0.5,0.5,littlebird_gatling_fire,,,,,,,,,,,,,,,,
interior_metal_small_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
interior_metal_large1_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large1_mix,amb_damb,3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large1_mix,amb_emitter,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large1_mix,amb_emitter_int,1.3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large1_mix,amb_emitter_ext,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large1_mix,scripted8,0,0.5,0.5,///emt_oilrig_drill_ambient,,,,,,,,,,,,,,,,
interior_metal_large1_mix,vehicle_aircraft,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large1_mix,scripted11,0.3,0.5,0.5,littlebird_gatling_fire,,,,,,,,,,,,,,,,
interior_metal_large1_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
interior_metal_large2_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large2_mix,amb_damb,3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large2_mix,amb_emitter,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large2_mix,amb_emitter_int,1.3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large2_mix,amb_emitter_ext,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large2_mix,scripted8,0,0.5,0.5,///emt_oilrig_drill_ambient,,,,,,,,,,,,,,,,
interior_metal_large2_mix,vehicle_aircraft,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_large2_mix,scripted11,0.3,0.5,0.5,littlebird_gatling_fire,,,,,,,,,,,,,,,,
interior_metal_large2_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
interior_metal_open_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_open_mix,amb_emitter,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_open_mix,amb_emitter_int,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_open_mix,amb_emitter_ext,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_open_mix,vehicle_aircraft,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_open_mix,scripted11,0.3,0.5,0.5,littlebird_gatling_fire,,,,,,,,,,,,,,,,
interior_metal_open_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
helicopter_mix,amb_emitter,0,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,amb_emitter_int,0,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,amb_emitter_ext,0,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,amb_quad,0,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,bullet_impact_geo,0.71,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,bullet_whizby,0.71,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,explosion,1.5,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,explosion_critical,2,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,explosion_grenade,10,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,foley_plr,0,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,footstep_plr,0,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,h2_wpn_npc_shot_mid,5,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,h2_wpn_npc_shot_far,5,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,h2_wpn_npc_shot_close,6,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,vehicle_avm_npc,0,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,vehicle_npc,0,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,voices_enemy_death_kbp,0.95,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,voices_pa,2,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,wpn_foley_plr,1.9,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,wpn_projectile,6,0.5,2,,,,,,,,,,,,,,,,,
helicopter_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
interior_breach1_mix,amb_emitter_ext,0,0.5,0.5,,,,,,,,,,,,,,,,,
interior_breach1_mix,vehicle_aircraft,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
interior_breach1_mix,scripted11,0.3,0.5,0.5,littlebird_gatling_fire,,,,,,,,,,,,,,,,
interior_breach1_mix,scripted3,0,0.5,0.5,emt_oilrig_flame_torch_lp,,,,,,,,,,,,,,,,
interior_breach2_mix,amb_emitter_ext,0,0.5,0.5,,,,,,,,,,,,,,,,,
interior_breach2_mix,vehicle_aircraft,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
