zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,context,,,,,,,,,,,,,
mix_contingency_global,h2_wpn_npc_shot_first,1,0.05,0.05,# special player weapons (launchers etc.),,,,,,,,,,,,,,,,
mix_contingency_global,wpn_projectile,1,0.05,0.05,# RPG movement Javelin movement,,,,,,,,,,,,,,,,
mix_contingency_global,wpn_vehicle_npc,1,0.05,0.05,# npc vehicle mounted weapons,,,,,,,,,,,,,,,,
mix_contingency_global,wpn_vehicle_plr,1,0.05,0.05,# player controlled weapons mounted on vehicles,,,,,,,,,,,,,,,,
black_screen_intro_mix,foley_plr,0,0.05,2,,,,,,,,,,,,,,,,,
black_screen_intro_mix,wpn_foley_plr,0,0.05,2,,,,,,,,,,,,,,,,,
black_screen_intro_mix,amb_emitter,0,0.05,2,,,,,,,,,,,,,,,,,
mix_price_arriving,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_jeep_convoy,vehicle_npc,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_2nd_heli_flyby,vehicle_npc,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_tank_attacks,vehicle_avm_npc,2,0.5,0.5,,,,,,,,,,,,,,,,,
mix_missile_uav,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_sam_explosion,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_silo_doors,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_nuclear_launch,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
predator_missile_mix,amb_damb,0,1,1,,,,,,,,,,,,,,,,,
predator_missile_mix,amb_emitter,0,1,1,,,,,,,,,,,,,,,,,
predator_missile_mix,amb_emitter_ext,0,1,1,,,,,,,,,,,,,,,,,
predator_missile_mix,amb_emitter_int,0,1,1,,,,,,,,,,,,,,,,,
predator_missile_mix,amb_quad,0,1,1,,,,,,,,,,,,,,,,,
exterior_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
forest_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_open_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
forest_stealth_mix,amb_emitter_int,0,2,2,,,,,,,,,,,,,,,,,
forest_stealth_mix,footstep_plr,1.4,2,2,,,,,,,,,,,,,,,,,
forest_stealth_mix,foley_plr,1.1,2,2,,,,,,,,,,,,,,,,,
forest_stealth_mix,music,0.8,2,2,,,,,,,,,,,,,,,,,
forest_stealth_mix,voices_enemy,0.7,2,2,,,,,,,,,,,,,,,,,
forest_stealth_mix,voices_enemy_death_kbp,0.7,2,2,,,,,,,,,,,,,,,,,
