zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,context,,,,,,,,,,,,,
mix_boneyard_global,vehicle_aircraft,1.5,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,vehicle_avm_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,vehicle_avm_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,vehicle_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,vehicle_plr,1,0.05,0.05,// plr uaz,,,,,,,,,,,,,,,,
mix_boneyard_global,voices_ally,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,voices_dialog,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,voices_pa,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,voices_dialog_radio,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,voices_enemy,0.75,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,h2_wpn_npc_shot_close,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,h2_wpn_npc_shot_far,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,h2_wpn_npc_shot_first,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,h2_wpn_npc_shot_mid,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,h2_wpn_npc_shot_tail,1.3,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,wpn_foley_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,wpn_plr_tail,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,wpn_plr_tail_int_med,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,wpn_plr_tail_int_sml,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,wpn_plr_tail_semi,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,wpn_projectile,2,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,wpn_vehicle_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_boneyard_global,wpn_vehicle_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
fade_in_level_mix,set_all,0,0.05,0.5,,,,,,,,,,,,,,,,,
fade_in_level_mix,deaths_door,1,0.05,0.5,,,,,,,,,,,,,,,,,
fade_in_level_mix,frontend_sfx,1,0.05,0.5,,,,,,,,,,,,,,,,,
fade_in_level_mix,hud,1,0.05,0.5,,,,,,,,,,,,,,,,,
mix_ac130_passby,set_all,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_ac130_passby,scripted2,1,0.5,0.5,// scn2 : ac130_flyby / flare_burst /,,,,,,,,,,,,,,,,
mix_makarov_discussion,set_all,0.8,2,2,,,,,,,,,,,,,,,,,
mix_makarov_discussion,music,1,2,2,,,,,,,,,,,,,,,,,
mix_makarov_discussion,voices_dialog_radio,1,2,2,,,,,,,,,,,,,,,,,
mix_makarov_discussion,deaths_door,1,2,2,,,,,,,,,,,,,,,,,
mix_makarov_discussion,frontend_sfx,1,2,2,,,,,,,,,,,,,,,,,
mix_makarov_discussion,hud,1,2,2,,,,,,,,,,,,,,,,,
mix_jeep_ride,amb_damb,0,0.5,0.5,// plr_uaz,,,,,,,,,,,,,,,,
mix_jeep_ride,amb_emitter,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_jeep_ride,amb_emitter_ext,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_jeep_ride,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_jeep_ride,amb_quad,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_jeep_ride,scripted10,1,0.5,0.5,// plr_uaz reverse,,,,,,,,,,,,,,,,
mix_jeep_ride,vehicle_plr,1,0.5,0.5,// plr_uaz,,,,,,,,,,,,,,,,
mix_jeep_ride,voices_dialog,3.5,0.5,0.5,,,,,,,,,,,,,,,,,
mix_debug_jeep_ride,set_all,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_debug_jeep_ride,vehicle_plr,1,0.5,0.5,// plr_uaz,,,,,,,,,,,,,,,,
mix_debug_jeep_ride,scripted10,1,0.5,0.5,// plr_uaz reverse,,,,,,,,,,,,,,,,
uaz_reverse_mix,vehicle_plr,0.5,0.5,0.5,// plr_uaz,,,,,,,,,,,,,,,,
mix_driver_gets_shot,set_all,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_driver_gets_shot,voices_dialog,3.5,0.5,0.5,,,,,,,,,,,,,,,,,
boneyard_fade_to_black_end_mix,set_all,0,2,0.5,,,,,,,,,,,,,,,,,
boneyard_fade_to_black_end_mix,deaths_door,1,2,0.5,,,,,,,,,,,,,,,,,
boneyard_fade_to_black_end_mix,frontend_sfx,1,2,0.5,,,,,,,,,,,,,,,,,
boneyard_fade_to_black_end_mix,hud,1,2,0.5,,,,,,,,,,,,,,,,,
boneyard_fade_to_black_end_mix,music_so,1,2,0.5,,,,,,,,,,,,,,,,,
evac_mix,amb_quad,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
evac_mix,vehicle_npc,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
evac_mix,amb_emitter_ext,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
evac_mix,amb_damb,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
evac_mix,h2_wpn_npc_shot_tail,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior2_mix,amb_emitter_int,0,0.5,0.5,,"#Since the amb zones are in prefabs, now we would have to trigger ext2 amb in script. If we need a differnt mix in ext1 and ext2 we would need to trigger scenemix in script for both areas and mix ext1 & 2 will have to be almost empty since the amb zones will always set back the "exterior" mix.",,,,,,,,,,,,,,,
interior_plane_mix,amb_emitter_ext,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plane_mix,amb_damb,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plane_mix,amb_quad,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
