zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,context,,,,,,,,,,,,,
interior_mix,scripted9,0.4,0.5,0.5,Distant air raid sirens,,,,,,,,,,,,,,,,
interior_mix,scripted10,0.4,0.5,0.5,Distant aagun firing/explosions,,,,,,,,,,,,,,,,
interior_mix,vehicle_aircraft,0.7,0.5,0.5,veh_havoc_heli,,,,,,,,,,,,,,,,
interior_mix,vehicle_npc,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_mix,wpn_vehicle_npc_h2,0.8,0.5,0.5,btr80 wpn,,,,,,,,,,,,,,,,
interior_small_mix,amb_damb,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_small_mix,amb_emitter,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_small_mix,amb_emitter_ext,0.2,0.5,0.5,,,,,,,,,,,,,,,,,
interior_small_mix,amb_emitter_int,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_small_mix,amb_quad,0.4,0.5,0.5,,,,,,,,,,,,,,,,,
interior_small_mix,big_moment,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_small_mix,footstep_npc,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_small_mix,scripted6,0,0.5,0.5,nate's rooftop wind,,,,,,,,,,,,,,,,
interior_small_mix,scripted7,0.7,0.5,0.5,veh_mig29_passby,,,,,,,,,,,,,,,,
interior_small_mix,scripted8,0.3,0.5,0.5,veh_jet_passenger_slow,,,,,,,,,,,,,,,,
interior_small_mix,scripted9,0.4,0.5,0.5,Distant air raid sirens,,,,,,,,,,,,,,,,
interior_small_mix,scripted10,0.4,0.5,0.5,Distant aagun firing/explosions,,,,,,,,,,,,,,,,
interior_small_mix,vehicle_aircraft,0.7,0.5,0.5,veh_havoc_heli,,,,,,,,,,,,,,,,
interior_small_mix,vehicle_npc,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_small_mix,wpn_vehicle_npc_h2,0.8,0.5,0.5,btr80 wpn,,,,,,,,,,,,,,,,
interior_open_mix,amb_damb,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_open_mix,amb_emitter,0.9,0.5,0.5,,,,,,,,,,,,,,,,,
interior_open_mix,amb_emitter_ext,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_open_mix,amb_quad,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_open_mix,big_moment,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_open_mix,footstep_npc,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_open_mix,scripted6,0,0.5,0.5,nate's rooftop wind,,,,,,,,,,,,,,,,
interior_open_mix,scripted7,0.9,0.5,0.5,veh_mig29_passby,,,,,,,,,,,,,,,,
interior_open_mix,scripted8,0.6,0.5,0.5,veh_jet_passenger_slow,,,,,,,,,,,,,,,,
interior_open_mix,scripted9,0.7,0.5,0.5,Distant air raid sirens,,,,,,,,,,,,,,,,
interior_open_mix,scripted10,0.7,0.5,0.5,Distant aagun firing/explosions,,,,,,,,,,,,,,,,
interior_open_mix,vehicle_aircraft,0.9,0.5,0.5,veh_havoc_heli,,,,,,,,,,,,,,,,
interior_open_mix,vehicle_npc,0.9,0.5,0.5,,,,,,,,,,,,,,,,,
interior_open_mix,wpn_vehicle_npc_h2,1,0.5,0.5,btr80 wpn,,,,,,,,,,,,,,,,
interior_plane_mix,amb_damb,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plane_mix,amb_emitter_ext,0.2,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plane_mix,amb_quad,0.4,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plane_mix,big_moment,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plane_mix,footstep_npc,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plane_mix,scripted6,0,0.5,0.5,nate's rooftop wind,,,,,,,,,,,,,,,,
interior_plane_mix,scripted7,0.7,0.5,0.5,veh_mig29_passby,,,,,,,,,,,,,,,,
interior_plane_mix,scripted8,0.3,0.5,0.5,veh_jet_passenger_slow,,,,,,,,,,,,,,,,
interior_plane_mix,scripted9,0.4,0.5,0.5,Distant air raid sirens,,,,,,,,,,,,,,,,
interior_plane_mix,scripted10,0.4,0.5,0.5,Distant aagun firing/explosions,,,,,,,,,,,,,,,,
interior_plane_mix,vehicle_aircraft,0.7,0.5,0.5,veh_havoc_heli,,,,,,,,,,,,,,,,
interior_plane_mix,vehicle_npc,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plane_mix,wpn_vehicle_npc_h2,1,0.5,0.5,btr80 wpn,,,,,,,,,,,,,,,,
