zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,context,,,,,,,,,,,,,
mix_airport_global,amb_damb,1,0.05,0.05,# ambient element sfx,,,,,,,,,,,,,,,,
mix_airport_global,amb_emitter,1,0.05,0.05,# point emitter sfx,,,,,,,,,,,,,,,,
mix_airport_global,amb_emitter_ext,1,0.05,0.05,# Used to turn on/off interior and exterior emitters.,,,,,,,,,,,,,,,,
mix_airport_global,amb_emitter_int,1,0.05,0.05,# Used to turn on/off interior and exterior emitters.,,,,,,,,,,,,,,,,
mix_airport_global,amb_quad,1,0.05,0.05,# main ambience streams,,,,,,,,,,,,,,,,
mix_airport_global,attack_dog,1,0.05,0.05,# Doberman attack dog.,,,,,,,,,,,,,,,,
mix_airport_global,big_moment,1,0.05,0.05,# big moment game scenes,,,,,,,,,,,,,,,,
mix_airport_global,bullet_impact_geo,2,0.05,0.05,# bullet impact sfx on geo,,,,,,,,,,,,,,,,
mix_airport_global,bullet_whizby,1,0.05,0.05,# bullet whizbys,,,,,,,,,,,,,,,,
mix_airport_global,destruct,1,0.05,0.05,# destructible objects,,,,,,,,,,,,,,,,
mix_airport_global,explosion,1,0.05,0.05,# explosion type sfx other than special moments,,,,,,,,,,,,,,,,
mix_airport_global,explosion_car,1,0.05,0.05,# explosion type sfx other than special moments,,,,,,,,,,,,,,,,
mix_airport_global,explosion_critical,1,0.05,0.05,# critical explosion type sfx (explosion system),,,,,,,,,,,,,,,,
mix_airport_global,explosion_debris,1,0.05,0.05,# debris sfx for explosions (explosion system),,,,,,,,,,,,,,,,
mix_airport_global,explosion_flashbang,1,0.05,0.05,# explosion sfx for flashbangs,,,,,,,,,,,,,,,,
mix_airport_global,explosion_grenade,1,0.05,0.05,# explosion sfx for grenades,,,,,,,,,,,,,,,,
mix_airport_global,explosion_rocket,1,0.05,0.05,# explosion sfx for rockets,,,,,,,,,,,,,,,,
mix_airport_global,music,1,0.05,0.05,# Level music (excluding title and fluff music).,,,,,,,,,,,,,,,,
mix_airport_global,physics,1.7,0.05,0.05,# physics elements,,,,,,,,,,,,,,,,
mix_airport_global,scripted1,2,0.05,0.05,# scripted in game scenes,,,,,,,,,,,,,,,,
mix_airport_global,scripted2,2,0.05,0.05,//tarmac_heli2,,,,,,,,,,,,,,,,
mix_airport_global,scripted3,4,0.05,0.05,scn_airport_police_van_arrive,,,,,,,,,,,,,,,,
mix_airport_global,scripted4,1,0.05,0.05,# scripted in game scenes,,,,,,,,,,,,,,,,
mix_airport_global,scripted5,2,0.05,0.05,# scripted in game scenes,,,,,,,,,,,,,,,,
mix_airport_global,scripted6,1,0.05,0.05,# scripted in game scenes,,,,,,,,,,,,,,,,
mix_airport_global,scripted7,1,0.05,0.05,# scripted in game scenes,,,,,,,,,,,,,,,,
mix_airport_global,scripted8,1,0.05,0.05,# scripted in game scenes,,,,,,,,,,,,,,,,
mix_airport_global,scripted9,1,0.05,0.05,# scripted in game scenes,,,,,,,,,,,,,,,,
mix_airport_global,scripted10,3,0.05,0.05,//scn_airport_elevator_fall,,,,,,,,,,,,,,,,
mix_airport_global,vehicle_aircraft,1,0.05,0.05,# npc air vehicle movement sfx,,,,,,,,,,,,,,,,
mix_airport_global,vehicle_avm_npc,1,0.05,0.05,# Audio Vehicle Manager npc vehicle movement sfx,,,,,,,,,,,,,,,,
mix_airport_global,vehicle_avm_plr,1,0.05,0.05,# Audio Vehicle Manager plr vehicle movement sfx,,,,,,,,,,,,,,,,
mix_airport_global,vehicle_npc,1,0.05,0.05,# npc vehicle movement sfx,,,,,,,,,,,,,,,,
mix_airport_global,vehicle_plr,1,0.05,0.05,# plr vehicle movement sfx,,,,,,,,,,,,,,,,
mix_airport_global,voices_ally,1,0.05,0.05,# battlechatter allied/friendly,,,,,,,,,,,,,,,,
mix_airport_global,voices_dialog,1,0.05,0.05,# mission based speech,,,,,,,,,,,,,,,,
mix_airport_global,voices_dialog_critical,1,0.05,0.05,# mission based speech at FULL Volume (DO NO CHANGE),,,,,,,,,,,,,,,,
mix_airport_global,voices_dialog_radio,1,0.05,0.05,# mission based radio speech,,,,,,,,,,,,,,,,
mix_airport_global,voices_enemy,1,0.05,0.05,# battlechatter axis/enemy,,,,,,,,,,,,,,,,
mix_airport_global,wpn_foley_plr,1,0.05,0.05,# Player reload sfx,,,,,,,,,,,,,,,,
mix_airport_global,wpn_plr_tail,1,0.05,0.05,# Player weapon tail ext.,,,,,,,,,,,,,,,,
mix_airport_global,wpn_plr_tail_int_med,1,0.05,0.05,# Player weapon tail int_med.,,,,,,,,,,,,,,,,
mix_airport_global,wpn_plr_tail_int_sml,1,0.05,0.05,# Player weapon tail int_sml.,,,,,,,,,,,,,,,,
mix_airport_global,wpn_plr_tail_semi,1,0.05,0.05,# Player weapon tail semi_open.,,,,,,,,,,,,,,,,
mix_airport_global,h2_wpn_npc_shot_close,1,0.05,0.05,# NPC controlled weapons,,,,,,,,,,,,,,,,
mix_airport_global,h2_wpn_npc_shot_mid,1,0.05,0.05,# NPC weapon distant layer.,,,,,,,,,,,,,,,,
mix_airport_global,h2_wpn_npc_shot_far,1,0.05,0.05,# NPC weapon mech layer.,,,,,,,,,,,,,,,,
mix_airport_global,h2_wpn_npc_shot_tail,1,0.05,0.05,# NPC weapon shot layer.,,,,,,,,,,,,,,,,
mix_airport_global,h2_wpn_npc_shot_first,1,0.05,0.05,# special player weapons (launchers etc.),,,,,,,,,,,,,,,,
mix_airport_global,wpn_projectile,1,0.05,0.05,# RPG movement Javelin movement,,,,,,,,,,,,,,,,
mix_airport_global,wpn_vehicle_npc,1,0.05,0.05,# npc vehicle mounted weapons,,,,,,,,,,,,,,,,
mix_airport_global,wpn_vehicle_plr,1,0.05,0.05,# player controlled weapons mounted on vehicles,,,,,,,,,,,,,,,,
mix_airport_global,footstep_npc,1.5,0.05,0.05,,,,,,,,,,,,,,,,,
fade_to_white_mix,set_all,0,9,0.05,,,,,,,,,,,,,,,,,
fade_to_white_mix,music,1,9,0.05,,,,,,,,,,,,,,,,,
fade_to_white_mix,scripted1,0.5,9,0.05,,,,,,,,,,,,,,,,,
elevator_mix,amb_quad,1,1.5,1.5,,,,,,,,,,,,,,,,,
elevator_mix,voices_pa,0.6,1.5,1.5,,,,,,,,,,,,,,,,,
elevator_mix,footstep_npc,0.7,1.5,1.5,,,,,,,,,,,,,,,,,
terminal_mix,amb_quad,1,1,1,,,,,,,,,,,,,,,,,
terminal_mix,h2_wpn_npc_shot_tail,4,1,1,,,,,,,,,,,,,,,,,
terminal_mix,bullet_impact_geo_metal,3,1,1,,,,,,,,,,,,,,,,,
terminal_mix,h2_wpn_npc_shot_close,0.6,1,1,,,,,,,,,,,,,,,,,
terminal_mix,h2_wpn_npc_shot_mid,0.5,1,1,,,,,,,,,,,,,,,,,
terminal_mix,h2_wpn_npc_shot_far,0.5,1,1,,,,,,,,,,,,,,,,,
terminal_mix,h2_wpn_npc_shot_first,1,1,1,,,,,,,,,,,,,,,,,
terminal_mix,amb_emitter_ext,0,1,1,,,,,,,,,,,,,,,,,
terminal_mix,scripted5,0,1,1,crowd far,,,,,,,,,,,,,,,,
interior_stone_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,vehicle_npc,0.2,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,footstep_npc,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_mix,voices_pa,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_open_mix,amb_quad,1.5,1,1,,,,,,,,,,,,,,,,,
interior_stone_open_mix,scripted9,0,1,1,//emt_crying_baby,,,,,,,,,,,,,,,,
interior_stone_open_mix,bullet_impact_geo_metal,3,1,1,,,,,,,,,,,,,,,,,
interior_stone_open_mix,wpn_plr_tail_int_med,4,1,1,# Player weapon tail int_med.,,,,,,,,,,,,,,,,
interior_stone_open_mix,footstep_npc,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_open_mix,vehicle_npc,0.2,0.5,0.5,,,,,,,,,,,,,,,,,
interior_stone_open_mix,voices_pa,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_mix,voices_pa,0,0.5,0.5,,,,,,,,,,,,,,,,,
basement_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
basement_mix,vehicle_npc,0.2,0.5,0.5,,,,,,,,,,,,,,,,,
basement_mix,footstep_npc,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
basement_mix,voices_pa,0,0.5,0.5,,,,,,,,,,,,,,,,,
interior_vehicle_open_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
store_mix,amb_quad,0.8,0.5,0.5,,,,,,,,,,,,,,,,,
store_mix,footstep_npc,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
store_mix,voices_pa,0.8,0.5,0.5,,,,,,,,,,,,,,,,,
garage_mix,amb_quad,0.8,2,2,,,,,,,,,,,,,,,,,
garage_mix,music,0.8,2,2,,,,,,,,,,,,,,,,,
garage_mix,vehicle_npc,0.1,2,2,,,,,,,,,,,,,,,,,
garage_mix,h2_wpn_npc_shot_close,4,2,2,,,,,,,,,,,,,,,,,
garage_mix,h2_wpn_npc_shot_mid,4,2,2,,,,,,,,,,,,,,,,,
garage_mix,h2_wpn_npc_shot_far,4,2,2,,,,,,,,,,,,,,,,,
garage_mix,h2_wpn_npc_shot_tail,4,2,2,,,,,,,,,,,,,,,,,
garage_mix,h2_wpn_npc_shot_first,4,2,2,,,,,,,,,,,,,,,,,
garage_mix,footstep_npc,2,2,2,,,,,,,,,,,,,,,,,
garage_mix,voices_pa,0,2,2,,,,,,,,,,,,,,,,,
interior_bus_mix,amb_quad,0.8,0.5,0.5,,,,,,,,,,,,,,,,,
