zone_names,comments,streamed_ambience,dynamic_ambience,mix,reverb,filter,occlusion,context,,,,,,,,,,,,,
exterior_roof,,cliffhanger_exterior_roof,1,0.8,0.5,,,,,,,,,,,,,,,,
hangar,,cliffhanger_hangar,1,1,0.5,,,,,,,,,,,,,,,,
interior_stone,,cliffhanger_interior_stone,1,1,0.5,,,,,,,,,,,,,,,,
interior_metal,,cliffhanger_interior_metal,1,0.8,0.5,,,,,,,,,,,,,,,,
interior_plastic,,cliffhanger_interior_plastic,1,1,0.5,,,,,,,,,,,,,,,,
interior_wood,,cliffhanger_interior_wood,1,1,0.5,,,,,,,,,,,,,,,,
container,,cliffhanger_container,1,1,0.5,,,,,,,,,,,,,,,,
filter_names,dsp_bus_name,type,freq,gain,vol,q,,,,,,,,,,,,,,,
interior_filter,voices_env,highshelf,1000,-6,0,1,,,,,,,,,,,,,,,
exterior_covered_area_filter,ambiance_quad,highshelf,1000,-6,0,1,,,,,,,,,,,,,,,
exterior_covered_area_filter,voices_env,highshelf,1000,-3,0,1,,,,,,,,,,,,,,,
exterior_covered_area_filter,emitters_ext,highshelf,1000,-6,0,1,,,,,,,,,,,,,,,
occlusion_names,dsp_bus_name,freq,type,gain,vol,q,,,,,,,,,,,,,,,
timescale_names,dsp_bus_name,scalefactor,,,,,,,,,,,,,,,,,,,
dynamic_ambience_names,comments,components,first_event_min,first_event_max,event_time_min,event_time_max,xxxx,,,,,,,,,,,,,,
exterior,,elm_plr_wind_draft_01+elm_plr_wind_draft_02+elm_plr_wind_draft_03+elm_plr_wind_draft_04,,,,,,,,,,,,,,,,,,,
exterior_storm,,elm_plr_wind_draft_01+elm_plr_wind_draft_02+elm_plr_wind_draft_03+elm_plr_wind_draft_04+elm_plr_storm_draft_wind,,,,,,,,,,,,,,,,,,,
components,comment,oneshots,loops,single_loops,first_event_min,first_event_max,event_time_min,event_time_max,dist_min,dist_max,cone_min,cone_max,travel_min,travel_max,travel_time_min,travel_time_max,pitch_min,pitch_max,pitch_time_min,pitch_time_max,xxxx
elm_plr_wind_draft_01,,elm_plr_wind_draft_01,,,1,3,6,18,30,450,,,,,,,,,,,
elm_plr_wind_draft_02,,elm_plr_wind_draft_02,,,2,8,6,18,30,450,,,,,,,,,,,
elm_plr_wind_draft_03,,elm_plr_wind_draft_03,,,5,8,10,16,30,450,,,,,,,,,,,
elm_plr_wind_draft_04,,elm_plr_wind_draft_04,,,3,6,6,14,30,450,,,,,,,,,,,
elm_plr_storm_draft_wind,,elm_plr_storm_draft_wind,,,1,2,4,9,30,450,,,,,,,,,,,
loop_defs,comments,loop_alias,fade_in,fade_out,end_alias,duration_min,duration_max,xxxx,,,,,,,,,,,,,
whizby_preset_names,comments,near_radius,medium_radius,far_radius,radius_offset,near_spread,medium_spread,far_spread,near_prob,medium_prob,far_prob,,,,,,,,,,
mix_names,volmod,value,fadein,fadeout,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,amb_damb,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,amb_emitter,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,amb_emitter_ext,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,amb_emitter_int,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,amb_quad,5,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,attack_dog,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,big_moment,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,bullet_impact_geo,1.2,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,bullet_impact_geo_metal,2,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,bullet_whizby,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,destruct,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,explosion,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,explosion_car,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,explosion_critical,2,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,explosion_debris,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,explosion_flashbang,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,explosion_grenade,2,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,explosion_rocket,3,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,music,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,physics,1.2,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted1,6,0.05,0.05,/// player snowmobile,,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted2,2.5,0.05,0.05,/// npc snowmobile,,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted3,3,0.05,0.05,///scn 3 : hangar // scn_cliffhanger_price_icepick_fight,,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted4,3,0.05,0.05,///scn 3 : hangar explo / jet explo / scn_cliff_snowmobile_jump / scn_snowmobile_jump_land,,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted5,1,0.05,0.05,"/// c4 plant, stab sequence. Disconnect acs / emt_cliff_coner_inside_hangar_",,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted6,2,0.05,0.05,"/// First mig passby, dual_takedown",,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted7,2,0.05,0.05,/// scn_wind_draft_start_storm,,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted8,2,0.05,0.05,/// emt_wind_interior_wood,,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted9,2,0.05,0.05,/// Cliff Plane Passby // icepick_impact_ice_ // emt_cliff_coner_inside_tent_,,,,,,,,,,,,,,,,
mix_cliffhanger_global,scripted10,2,0.05,0.05,/// Price intro climbing foley,,,,,,,,,,,,,,,,
mix_cliffhanger_global,vehicle_aircraft,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,vehicle_avm_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,vehicle_avm_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,vehicle_npc,2,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,vehicle_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,voices_ally,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,voices_dialog,1.5,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,voices_dialog_critical,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,voices_dialog_radio,2,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,voices_enemy,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_npc_dist,1.3,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_npc_mech,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_npc_shot,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_npc_special,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_npc_sub,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_npc_tail,1.3,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_projectile,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_vehicle_npc,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,wpn_vehicle_plr,1,0.05,0.05,,,,,,,,,,,,,,,,,
mix_cliffhanger_global,footstep_plr,1.3,0.05,0.05,,,,,,,,,,,,,,,,,
fade_in_intro_mix,set_all,0,0.05,2,,,,,,,,,,,,,,,,,
mix_mig_passby,scripted1,0.2,0.5,0.5,///scn_cliffhanger_climb_snow_fall,,,,,,,,,,,,,,,,
mix_initial_icepick,foley_plr,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_initial_icepick,footstep_plr,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_initial_icepick,scripted9,0,0.5,0.5,,,,,,,,,,,,,,,,,
mix_player_climbing,amb_quad,0.8,2,2,,,,,,,,,,,,,,,,,
mix_player_climbing,footstep_npc,0.6,2,2,,,,,,,,,,,,,,,,,
mix_player_climbing,foley_npc,0.6,2,2,,,,,,,,,,,,,,,,,
mix_player_climbing,scripted10,0.6,2,2,/// Price intro climbing foley,,,,,,,,,,,,,,,,
mix_player_climbing,amb_damb,0.8,2,2,,,,,,,,,,,,,,,,,
mix_player_climbing,amb_emitter,0.8,2,2,,,,,,,,,,,,,,,,,
mix_player_climbing,amb_emitter_ext,0.8,2,2,,,,,,,,,,,,,,,,,
mix_slowmo_jump_event,set_all,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_jet_landing,voices_dialog_radio,2,0.5,0.5,,,,,,,,,,,,,,,,,
mix_stealth_takedown,voices_enemy,0,0,0,,,,,,,,,,,,,,,,,
sitter_takedown_mix,destruct,0.3,0.8,1.4,,,,,,,,,,,,,,,,,
mix_stealth_busted,amb_quad,0.5,0.5,3,,,,,,,,,,,,,,,,,
mix_stealth_busted,music,1.5,0.5,3,,,,,,,,,,,,,,,,,
mix_heavy_wind_storm_active,voices_dialog,1.2,2,2,,,,,,,,,,,,,,,,,
mix_heavy_wind_storm_active,voices_dialog_radio,1.5,2,2,,,,,,,,,,,,,,,,,
mix_heavy_wind_storm_active,voices_enemy,1.3,2,2,,,,,,,,,,,,,,,,,
mix_heavy_wind_storm_active,voices_pa,1.2,2,2,,,,,,,,,,,,,,,,,
mix_heavy_wind_storm_active,music,1.7,2,2,,,,,,,,,,,,,,,,,
mix_mactavish_trapped,set_all,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_slowmo_explosion,explosion,0,0.5,2,,,,,,,,,,,,,,,,,
mix_slowmo_explosion,explosion_critical,0,0.5,2,,,,,,,,,,,,,,,,,
mix_snowmobile_ride,music,2,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_ride,scripted1,2,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_ride,scripted3,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_ride,voices_dialog_radio,1.3,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_ride,amb_quad,0.3,5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_descent,music,2,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_descent,scripted4,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_descent,voices_dialog_radio,2,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_descent,amb_quad,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_jump,music,2,0.1,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_jump,scripted4,1.5,0.1,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_jump,voices_dialog_radio,1.3,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_jump,deaths_door,1,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_jump,amb_quad,0.3,0.5,0.5,,,,,,,,,,,,,,,,,
mix_snowmobile_jump,set_all,0,0.5,0.5,,,,,,,,,,,,,,,,,
fade_out_level_mix,set_all,0,2.5,0.5,,,,,,,,,,,,,,,,,
fade_out_level_mix,deaths_door,1,2.5,0.5,,,,,,,,,,,,,,,,,
fade_out_level_mix,frontend_sfx,1,2.5,0.5,,,,,,,,,,,,,,,,,
fade_out_level_mix,hud,1,2.5,0.5,,,,,,,,,,,,,,,,,
fade_to_death_mix,set_all,0,1.5,0.5,,,,,,,,,,,,,,,,,
fade_to_death_mix,deaths_door,1,1.5,0.5,,,,,,,,,,,,,,,,,
fade_to_death_mix,frontend_sfx,1,1.5,0.5,,,,,,,,,,,,,,,,,
fade_to_death_mix,hud,1,1.5,0.5,,,,,,,,,,,,,,,,,
exterior_cliff_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_cliff_mix,scripted8,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_jump_cliff_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_jump_cliff_mix,scripted8,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_clifftop_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_clifftop_mix,scripted8,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_camp_mix,amb_emitter_int,0,0.5,2,,,,,,,,,,,,,,,,,
exterior_camp_mix,scripted8,0,0.5,2,,,,,,,,,,,,,,,,,
exterior_camp_mix,footstep_plr,1.3,0.5,2,,,,,,,,,,,,,,,,,
exterior_metal_roof_mix,amb_damb,0.6,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_metal_roof_mix,amb_quad,0.6,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_metal_roof_mix,amb_emitter_ext,0.6,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_metal_roof_mix,footstep_npc,0.9,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_metal_roof_mix,scripted8,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_metal_roof_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_mountain_mix,amb_emitter_int,0,0.5,0.5,,,,,,,,,,,,,,,,,
exterior_mountain_mix,scripted8,0,0.5,0.5,,,,,,,,,,,,,,,,,
interior_wood_mix,amb_quad,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_wood_mix,amb_damb,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_wood_mix,voices_pa,0.8,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_metal_mix,voices_pa,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_container_mix,amb_quad,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
interior_container_mix,voices_pa,0.7,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plastic_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
interior_plastic_mix,voices_pa,0.6,0.5,0.5,,,,,,,,,,,,,,,,,
between_hangar_mix,amb_quad,0.9,0.5,0.5,,,,,,,,,,,,,,,,,
between_hangar_mix,voices_pa,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
between_hangar_mix,voices_enemy,0.1,0.5,0.5,,,,,,,,,,,,,,,,,
hanger_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
hanger_mix,voices_pa,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
hanger_open_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
office_mix,amb_quad,1,0.5,0.5,,,,,,,,,,,,,,,,,
office_mix,voices_pa,0.5,0.5,0.5,,,,,,,,,,,,,,,,,
office_mix,scripted5,0.5,0.5,0.5,///emt_cliff_coner_inside_hangar_,,,,,,,,,,,,,,,,
